scaling,Year,filename
1,2018,ERCOT_WEST_RT_hr_2018.csv
1,2019,ERCOT_WEST_RT_hr_2019.csv
1,2020,ERCOT_WEST_RT_hr_2020.csv
1,2021,ERCOT_WEST_RT_hr_2021.csv
1,2022,ERCOT_WEST_RT_hr_2018.csv
1,2023,ERCOT_WEST_RT_hr_2019.csv
1,2024,ERCOT_WEST_RT_hr_2020.csv
1,2025,ERCOT_WEST_RT_hr_2021.csv
1,2026,ERCOT_WEST_RT_hr_2018.csv
1,2027,ERCOT_WEST_RT_hr_2019.csv
1,2028,ERCOT_WEST_RT_hr_2020.csv
1,2029,ERCOT_WEST_RT_hr_2021.csv
1,2030,ERCOT_WEST_RT_hr_2018.csv
1,2031,ERCOT_WEST_RT_hr_2019.csv
1,2032,ERCOT_WEST_RT_hr_2020.csv
1,2033,ERCOT_WEST_RT_hr_2021.csv
1,2034,ERCOT_WEST_RT_hr_2018.csv
1,2035,ERCOT_WEST_RT_hr_2019.csv
1,2036,ERCOT_WEST_RT_hr_2020.csv
1,2037,ERCOT_WEST_RT_hr_2021.csv
1,2038,ERCOT_WEST_RT_hr_2018.csv
1,2039,ERCOT_WEST_RT_hr_2019.csv
1,2040,ERCOT_WEST_RT_hr_2020.csv
1,2041,ERCOT_WEST_RT_hr_2021.csv
1,2042,ERCOT_WEST_RT_hr_2018.csv
1,2043,ERCOT_WEST_RT_hr_2019.csv
1,2044,ERCOT_WEST_RT_hr_2020.csv
1,2045,ERCOT_WEST_RT_hr_2021.csv
1,2046,ERCOT_WEST_RT_hr_2018.csv
1,2047,ERCOT_WEST_RT_hr_2019.csv
